"スキル項目コード","スキル項目識別子","知識項目コード","知識項目識別子","知識項目"
"S250050010","484","K091","7937","機能性と操作性:タスク分析、インタビュー、アンケート調査"
"S250050010","484","K092","7938","共通ウィジェットのHCI的側面"
"S250050010","484","K093","7940","協同作業とコミュニケーションのHCI的側面"
"S250050010","484","K094","7941","工学設計にヒューマンインタラクションを反映させる方法"
"S250050010","484","K095","7942","工学設計をHCIに照らし合わせて評価する方法"
"S250050010","484","K096","7943","使用性試験入門"
"S250050010","484","K097","7944","実装問題、同期、ツール"
"S250050010","484","K098","7945","小画面設計と大画面設計の利点"
"S250050010","484","K099","7946","情報の配列に関連する問題、技術の基本的な役割（検索、推論など）、ヒューリスティックスの役割"
"S250050010","484","K100","7947","新しいディスプレイ（ヘッドアップディスプレイ、ゴーグルなど）"
"S250050010","484","K101","7948","新しい入出力デバイス"
"S250050010","484","K102","7952","人間のためのデザイン:アフォーダンス、概念モデル、フィードバック、制約、対応づけ、行為の段階理論など"
"S250050010","484","K103","7953","人間の多様性への対応、マルチメディアの役割"
"S250050010","484","K104","7954","人間工学"
"S250050010","484","K105","7955","人間中心のソフトウェアに関連するアプローチ、特性、概要。各種自然言語とのインタフェースを提供するシステム"
"S250050010","484","K106","7956","人間中心のソフトウェア開発"
"S250050010","484","K107","7957","人間中心のソフトウェア評価"
"S250050010","484","K108","7958","人間中心の開発と評価"
"S250050010","484","K109","7960","人工知能の倫理上の問題、計算可能なものと不能なものの概念"
"S250050010","484","K110","7961","人工知能の歴史"
"S250050010","484","K111","7962","世界のモデル化、効果的なアプローチの手引き"
"S250050010","484","K112","7963","生体認証"
"S250050010","484","K113","7964","対話の独立と分析のレベル、Seeheimモデル"
"S250050010","484","K114","7965","大量のHCIコードから構成される大規模システムの構成に関連する一般的なガイドライン、懸念事項の分離、メンテナンス問題、様々な開発ライフサイクル"
"S250050010","484","K115","7966","単純な画面設計の発展形:視覚化、表現、メタファ"
"S250050010","484","K116","7967","知識と知識ベースシステムの性質、一貫性と完全性の問題、実行可能なもの"
"S250050010","484","K117","7968","知能の性質に関する思想上の問題:チューリングテスト、サールによる「中国語の部屋」の思考実験"
"S250050010","484","K118","7970","展開された知能の性質とセンサやソフトウェアへの影響（ソフトウェアの性質、ソフトウェアの信頼性、推論、応答速度）"
"S250050010","484","K119","7971","動機:コンピュータ工学におけるヒューマンインタフェースの重要性、小画面と大画面の問題"
"S250050010","484","K120","7972","認知モデル"
"S250050010","484","K121","7973","認知原理:知覚、記憶、問題解決など"
"S250050010","484","K122","7974","反復運動過多症候群"
"S250050010","484","K123","7975","標準とガイドライン"
"S250050010","484","K124","7976","表現と対話の仕様記述、技法とアプローチ、ソフトウェアサポート"
"S250050010","484","K125","7977","評価基準の範囲（学習時間、作業時間、完了時間、受入れ可能性、各種基準の長所と短所）"
"S250050010","484","K126","7978","評価目標の設定"
"S250050010","484","K127","7979","品質上の検討事項"
"S250050010","484","K128","7980","様々な状況での音声とマルチメディアの使用に関連する原理、関連ツールの利用"
"S250050010","484","K129","7981","倫理上の問題"
"S250050020","347","K001","7827","HCIの心理学"
"S250050020","347","K002","7828","HCI設計の技法"
"S250050020","347","K003","7829","Webデザイン"
"S250050020","347","K004","7834","インターフェース設計"
"S250050020","347","K005","7848","エルゴノミクス"
"S250050020","347","K006","7858","コード化の技法とビジュアルデザイン（色、アイコン、フォントなど）"
"S250050020","347","K007","7859","コード設計"
"S250050020","347","K008","7874","デザインのモダリティ（メニュー駆動、フォーム、問題回答型など）"
"S250050020","347","K009","7875","デバッグ機能（デバッガ）"
"S250050020","347","K010","7876","デバッグ機能（走行記録）"
"S250050020","347","K011","7885","ヒューマンファクターの基礎（ユーザ側:入出力、エラーメッセージ、障害対応）"
"S250050020","347","K012","7886","ヒューマンファクターの基礎（開発者側:コメント、構造、可読性）"
"S250050020","347","K013","7890","マルチメディア（入出力技術、音声認識、自然言語認識、Web、音響効果など）"
"S250050020","347","K014","7895","メタファとコンセプトモデル"
"S250050020","347","K015","7896","モードやナビゲーションの使用"
"S250050020","347","K016","7899","ユーザインタフェース（X-Window）"
"S250050020","347","K017","7900","ユーザインタフェース（オリジナルウインドウシステム）"
"S250050020","347","K018","7910","ユーザビリティ評価"
"S250050020","347","K019","7914","ユニバーサルデザイン"
"S250050020","347","K020","7917","ローカライゼーションと国際化"
"S250050020","347","K021","7919","一般的なHCI設計の原則"
"S250050020","347","K022","7920","応答時間とフィードバック"
"S250050020","347","K023","7925","画面設計"
"S250050020","347","K024","7939","共通のユーザアクセス"
"S250050020","347","K025","7949","人間とコンピュータのインタフェースに関する人間工学（ユーザのクラスについての仮説、入力エラーの処理、画面設計など）"
"S250050020","347","K026","7950","人間とコンピュータのインタフェースに関する設計技術（装置の独立性、バーチャルターミナルなど）"
"S250050020","347","K027","7951","人間とコンピュータの相互作用（例:エルゴノミクス、グラフィカルユーザインタフェース、音声、タッチパネル）"
"S250050020","347","K028","7959","人間中心設計"
"S250050020","347","K029","7969","帳票設計"
"S250050030","348","K001","7982","GUI"
"S250050030","348","K002","7983","Webブラウザ技術の理解と活用"
"S250050030","348","K003","7984","アクセシビリティ"
"S250050030","348","K004","7985","インタラクティブシステム"
"S250050030","348","K005","7986","インフォメーションアーキテクチャ"
"S250050030","348","K006","7987","グラフィカルユーザインタフェース技術の理解と活用"
"S250050030","348","K007","7988","ユーザビリティ"
"S250050030","348","K008","7989","音声認識"
"S250050030","348","K009","7990","画像認識"
"S250050030","348","K010","7991","学習機能"
"S250050030","348","K011","7992","情報システムのアクセサビリティ機能"
"S250050030","348","K012","7993","動画認識"
"S250050030","348","K013","7994","特徴抽出"
"S250050040","349","K001","7995","キー入力（10キー）"
"S250050040","349","K002","7996","キー入力（ボタン）"
"S250050040","349","K003","7997","音声出力（サウンドデバイス）"
"S250050040","349","K004","7998","音声出力（ブザー・ビープ）"
"S250050040","349","K005","7999","座標入力（タッチパネル）"
"S250050040","349","K006","8000","座標入力（マウス）"
"S250050040","349","K007","8001","表示出力（LCD）"
"S250050040","349","K008","8002","表示出力（LED）"
"S250060010","350","K001","8003","AR（Augmented Reality）"
"S250060010","350","K002","8004","CG（Computer Graphics）"
"S250060010","350","K003","8005","VR（Virtual Reality）"
"S250060010","350","K004","8006","メディア応用"
"S250060010","350","K005","8007","モーションキャプチャ"
"S250060020","351","K001","8008","MPEG"
"S250060020","351","K002","8009","オーサリング"
"S250060020","351","K003","8010","オーサリング環境"
"S250060020","351","K004","8011","データ処理（MIDI）"
"S250060020","351","K005","8012","データ処理（PCM）"
"S250060020","351","K006","8013","データ処理（ノイズ除去）"
"S250060020","351","K007","8014","データ処理（補正）"
"S250060020","351","K008","8015","ネットワーク（VoD）"
"S250060020","351","K009","8016","ネットワーク（VoIP）"
"S250060020","351","K010","8017","ビューア・ソフトウェア（DVD再生アプリケーション）"
"S250060020","351","K011","8018","ビューア・ソフトウェア（画像ビューア・アプリケーション）"
"S250060020","351","K012","8019","マークアップ・ランゲージ（HTML）"
"S250060020","351","K013","8020","マークアップ・ランゲージ（SVG）"
"S250060020","351","K014","8021","マルチメディア機器"
"S250060020","351","K015","8022","メディア（DVD-Video）"
"S250060020","351","K016","8023","メディア（SD-Video）"
"S250060020","351","K017","8024","メディア統合"
"S250060020","351","K018","8025","圧縮・伸長"
"S250060020","351","K019","8026","圧縮・伸長（G.729）"
"S250060020","351","K020","8027","圧縮・伸長（GIF）"
"S250060020","351","K021","8028","圧縮・伸長（H.264）"
"S250060020","351","K022","8029","圧縮・伸長（JPEG）"
"S250060020","351","K023","8030","圧縮・伸長（MP3）"
"S250060020","351","K024","8031","圧縮・伸長（MPEG2）"
"S250060020","351","K025","8032","音声処理"
"S250060020","351","K026","8033","情報のディジタル表現"
"S250060020","351","K027","8034","静止画処理"
"S250060020","351","K028","8035","動画処理"
"S250060020","351","K029","8036","標本化、量子化、圧縮の原理とアルゴリズム"
"S250060020","351","K030","8037","文字コード"
"S250070010","352","K001","8038","2次元画像の生成と加工"
"S250070010","352","K002","8039","ウィンドウマネージャとユーザインタフェースの構造"
"S250070010","352","K003","8040","グラフィック・システム"
"S250070010","352","K004","8041","グラフィックスソフトウェアシステム:汎用グラフィックス標準"
"S250070010","352","K005","8042","グラフィックスにおける基礎技術"
"S250070010","352","K006","8043","グラフィックスの原理とその特性"
"S250070010","352","K007","8044","グラフィックス出力装置とその特性"
"S250070010","352","K008","8045","グラフィックデータと音の表現法"
"S250070010","352","K009","8046","コンピュータ・アニメーション"
"S250070010","352","K010","8047","コンピュータ・ビジョン"
"S250070010","352","K011","8048","ツールボックスとプログラム支援環境の構造"
"S250070010","352","K012","8049","モデリング"
"S250070010","352","K013","8050","レンダリング"
"S250070010","352","K014","8051","仮想現実（VR）"
"S250070010","352","K015","8052","視覚化"
"S250080010","353","K001","8053","センサー・アクチュエーターの種類と動作特性"
"S250080010","353","K002","8054","フィードバック制御"
"S250080010","353","K003","8055","フィードフォワード制御"
"S250080010","353","K004","8056","応答特性"
"S250080010","353","K005","8057","各種制御"
"S250080010","353","K006","8058","計測・制御処理（メータ制御）"
"S250080010","353","K007","8059","計測・制御処理（行動制御）"
"S250080010","353","K008","8060","信号処理"
"S250080010","353","K009","8061","制御安定性"
"S250080010","353","K010","8062","理化学系出力（ステッピングモータ）"
"S250080010","353","K011","8063","理化学系出力（直流モータ）"
"S250080010","353","K012","8064","理化学系入力（温度センサ）"
"S250080010","353","K013","8065","理化学系入力（光センサ）"
"S250080020","354","K001","8066","A/D変換"
"S250080020","354","K002","8067","D/A変換"
"S250080020","354","K003","8068","インタフェースにおけるアナログ処理とディジタル処理を区分する方法"
"S250080020","354","K004","8069","ディジタル処理とリアルタイムの検討事項"
"S250080030","355","K001","8070","MEMS"
"S250080030","355","K002","8071","センサの種類と用途"
"S250080030","355","K003","8072","センサの精度と補正"
"S250080030","355","K004","8073","圧力センサ"
"S250080030","355","K005","8074","光センサ"
"S250080040","356","K001","8075","デバイスドライバの構造"
"S250080040","356","K002","8076","デバイスドライバの目的と種類"
"S250080040","356","K003","8077","割り込みハンドラ"
"S250080050","357","K001","8078","ハードウェアとソフトウェアの共同設計"
"S250080050","357","K002","8079","ハードウェアとソフトウェアの並行開発の重要性を高めるような性能制約のある応用分野（スピーチコーダーや無線モデムなど）"
"S250080050","357","K003","8080","ハードウェアによるリアルタイム機能の需要"
"S260010010","358","K001","8081","e-コマースへの応用"
"S260010010","358","K002","8082","ITシステムモデル"
"S260010010","358","K003","8083","ITの活用方法"
"S260010010","358","K004","8084","IT領域の定義"
"S260010010","358","K005","8085","Webシステムと技術"
"S260010010","358","K006","8086","インターネットの歴史"
"S260010010","358","K007","8087","エンタテインメントへの応用"
"S260010010","358","K008","8088","コンピュータが社会に与えた影響の歴史"
"S260010010","358","K009","8089","コンピュータ科学"
"S260010010","358","K010","8090","コンピュータ工学"
"S260010010","358","K011","8091","コンピューティング技術の歴史"
"S260010010","358","K012","8092","ソフトウェア工学"
"S260010010","358","K013","8094","データと情報"
"S260010010","358","K014","8095","データ表現と暗号化"
"S260010010","358","K015","8096","ネットワーク"
"S260010010","358","K016","8097","バイオインフォマティクスと医療分野への応用"
"S260010010","358","K017","8098","ビジネスプロセスの再設計"
"S260010010","358","K018","8099","ビジネスプロセスの統合"
"S260010010","358","K019","8100","ビジネスへの応用"
"S260010010","358","K020","8101","ヒューマンコンピュータインタラクション"
"S260010010","358","K021","8102","プラットフォーム技術"
"S260010010","358","K022","8103","プログラミング"
"S260010010","358","K023","8104","プログラミングで利用される基本的な論理"
"S260010010","358","K024","8105","プロジェクト管理"
"S260010010","358","K025","8106","ユーザインタラクションの発展"
"S260010010","358","K026","8107","関数、関係、集合"
"S260010010","358","K027","8108","教育への応用"
"S260010010","358","K028","8109","行政プロセスへの応用"
"S260010010","358","K029","8110","自然科学、言語学、社会学、心理学などの他の分野"
"S260010010","358","K030","8111","情報システム"
"S260010010","358","K031","8112","情報管理"
"S260010010","358","K032","8113","情報保証と情報セキュリティ"
"S260010010","358","K033","8114","数学と統計学"
"S260010010","358","K034","8115","製造業への応用"
"S260010010","358","K035","8116","組織改革を拡大させることと変化への対応"
"S260010010","358","K036","8117","認知科学"
"S260010010","358","K037","8118","農業への応用"
"S260010010","358","K038","8119","費用便益分析"
"S260010010","358","K039","8120","複雑さの管理（抽象化、モデリング、ベストプラクティス、パターン、標準、適切なツールの利用）"
"S260010010","358","K040","8121","法律の施行への応用"
"S260010010","358","K041","8122","問題を解く上での確率的手法の活用"
"S260010010","358","K042","8123","問題を解く上での統計的手法の活用"
"S260010020","359","K001","8124","2進数"
"S260010020","359","K002","8125","アナロジー"
"S260010020","359","K003","8126","オイラー経路とハミルトン経路"
"S260010020","359","K004","8127","オートマトンと正規表現"
"S260010020","359","K005","8128","グラフ"
"S260010020","359","K006","8129","グラフとツリー"
"S260010020","359","K007","8131","コンピュータ工学における離散数学の目的と役割"
"S260010020","359","K008","8132","コンピュータ工学への応用"
"S260010020","359","K009","8133","ド・モルガンの法則"
"S260010020","359","K010","8134","ファジー集合とクリスプ集合"
"S260010020","359","K011","8135","ファジー集合の基本演算（代数和、代数積、限界和、限界差、限界積、激烈和、激烈積）"
"S260010020","359","K012","8136","ファジー集合の基本概念"
"S260010020","359","K013","8137","ベン図"
"S260010020","359","K014","8138","演算精度"
"S260010020","359","K015","8139","還元法"
"S260010020","359","K016","8140","関係（反射、対称、推移、等価）"
"S260010020","359","K017","8141","関数（1対1、全射、逆、合成）"
"S260010020","359","K018","8142","関数、関係、集合"
"S260010020","359","K019","8143","関数の生成"
"S260010020","359","K020","8144","含意、逆、否定、対偶、否定、矛盾の概念"
"S260010020","359","K021","8145","基数"
"S260010020","359","K022","8146","帰納法"
"S260010020","359","K023","8147","形式的証明の構造"
"S260010020","359","K024","8148","計算論"
"S260010020","359","K025","8149","計算論概論"
"S260010020","359","K026","8150","最短経路"
"S260010020","359","K027","8151","自動定理証明"
"S260010020","359","K028","8152","集合（ベン図、補集合、デカルト積、べき集合）"
"S260010020","359","K029","8153","巡回戦略"
"S260010020","359","K030","8154","順列と組合せ"
"S260010020","359","K031","8155","証明技法"
"S260010020","359","K032","8157","数え上げと離散確率の基礎"
"S260010020","359","K033","8158","数え上げ論法:和と積の法則"
"S260010020","359","K034","8159","数学的帰納法と強帰納法"
"S260010020","359","K035","8160","数値誤差と精度"
"S260010020","359","K036","8161","数値表現"
"S260010020","359","K037","8162","数論"
"S260010020","359","K038","8163","全域木"
"S260010020","359","K039","8164","代数構造"
"S260010020","359","K040","8165","知識テーマ（集合、論理、関数、グラフ）"
"S260010020","359","K041","8166","直接的な証明"
"S260010020","359","K042","8167","統計解析（検定と推定、回帰分析、相関など）"
"S260010020","359","K043","8168","濃度と可算性"
"S260010020","359","K044","8169","鳩の巣原理"
"S260010020","359","K045","8170","反例、対偶、背理法による証明"
"S260010020","359","K046","8171","無向グラフ"
"S260010020","359","K047","8172","命題"
"S260010020","359","K048","8173","木"
"S260010020","359","K049","8174","有向グラフ"
"S260010020","359","K050","8175","離散確率"
"S260010020","359","K051","8176","離散関数、連続関数、関係"
"S260010020","359","K052","8177","離散時間モデルと連続時間モデルの対照"
"S260010020","359","K053","8178","論理"
"S260010020","359","K054","8179","論理演算"
"S260010020","359","K055","8180","和集合、共通集合、補集合"
"S260010030","360","K001","8181","証明技法"
"S260010030","360","K002","8182","数え上げ基礎"
"S260010030","360","K003","8183","文法"
"S260010030","360","K004","8184","有限状態機械と正規表現"
"S260010030","360","K005","8185","論理学基礎（命題、述語）"
"S260010040","361","K001","8186","1つないし2つの標本の推定"
"S260010040","361","K002","8187","M/M/S/S"
"S260010040","361","K003","8188","t検定、カイ二乗検定、その応用基準"
"S260010040","361","K004","8189","UML"
"S260010040","361","K005","8190","オペレーションズリサーチ"
"S260010040","361","K006","8191","グラフ理論"
"S260010040","361","K007","8192","コンピュータ工学で確率推定を行う必要性"
"S260010040","361","K008","8193","コンピュータ工学における確率・統計の目的と役割"
"S260010040","361","K009","8194","シミュレーションの実際"
"S260010040","361","K010","8195","データ解析、ツール、グラフによる要約と数値による要約"
"S260010040","361","K011","8196","ハイパフォーマンス・コンピューティング"
"S260010040","361","K012","8197","ハレルの状態遷移モデル"
"S260010040","361","K013","8198","モーメント、変換法、平均故障寿命"
"S260010040","361","K014","8199","モデリングとシミュレーション"
"S260010040","361","K015","8200","モデルおよび関連する仮説の作成、その性質"
"S260010040","361","K016","8201","ランダム性、有限の確率空間、確率測度、事象"
"S260010040","361","K017","8202","ランダム法による標本抽出法:基本手法、層化抽出法とその変形、集落抽出法"
"S260010040","361","K018","8203","仮説の設定:帰無仮説と代替仮説"
"S260010040","361","K019","8204","仮説受入れ基準"
"S260010040","361","K020","8205","解析ツール"
"S260010040","361","K021","8206","回帰の使用例"
"S260010040","361","K022","8207","確率・統計"
"S260010040","361","K023","8208","確率・統計に関連する補完的な教材"
"S260010040","361","K024","8209","確率・統計の領域への貢献や影響が認められる人物"
"S260010040","361","K025","8210","確率過程"
"S260010040","361","K026","8211","確率過程を検討する必要性"
"S260010040","361","K027","8212","確率分布と確率過程"
"S260010040","361","K028","8213","期待値を検討する状況"
"S260010040","361","K029","8214","最尤原理によるアプローチ、最小二乗法、その応用可能条件"
"S260010040","361","K030","8215","指数分布と正規分布:確率密度関数、平均と分散の計算"
"S260010040","361","K031","8216","条件付き確率、独立性、ベイズの定理"
"S260010040","361","K032","8217","条件付き期待値、その例"
"S260010040","361","K033","8218","信頼区間"
"S260010040","361","K034","8219","推移確率"
"S260010040","361","K035","8220","推定の性質:点推定、区間推定"
"S260010040","361","K036","8221","数式処理"
"S260010040","361","K037","8222","数値解析"
"S260010040","361","K038","8224","整数値の確率変数"
"S260010040","361","K039","8225","精度と試行回数"
"S260010040","361","K040","8226","相関関係と回帰の性質、定義"
"S260010040","361","K041","8227","相関関係の重要性"
"S260010040","361","K042","8228","相関関係へのアプローチ:線形モデル法、最小二乗適合法、その長所と短所、応用条件"
"S260010040","361","K043","8229","相関係数の定義と計算"
"S260010040","361","K044","8230","多変量分布、独立確率変数"
"S260010040","361","K045","8231","待ち行列"
"S260010040","361","K046","8232","待ち行列ネットワーク"
"S260010040","361","K047","8233","待ち行列処理:M/M1およびM/G/1、出生死亡過程"
"S260010040","361","K048","8234","待ち行列理論"
"S260010040","361","K049","8235","単一パラメータに基づく仮説検定、検定統計の選択、標本と分布の選択"
"S260010040","361","K050","8236","単一点推定量に応用する基準:不偏推定量、一致推定量、推定量の効率性と十分性"
"S260010040","361","K051","8237","中心極限定理と正規分布への影響"
"S260010040","361","K052","8238","同時分布"
"S260010040","361","K053","8239","導入:ベルヌーイ過程とポアソン過程、再生過程、プログラムの振る舞いの再生モデル"
"S260010040","361","K054","8240","二項分布、ポアソン分布、幾何分布"
"S260010040","361","K055","8241","非ランダム法:有意抽出法、逐次抽出法"
"S260010040","361","K056","8242","標本抽出法の目的と性質、使用と応用"
"S260010040","361","K057","8243","標本分布を使用する理由"
"S260010040","361","K058","8244","不完全障害認識率と信頼性"
"S260010040","361","K059","8245","平均と分散:概念、有意性、計算法、応用"
"S260010040","361","K060","8246","有限マルコフ連鎖、プログラム実行時間"
"S260010040","361","K061","8247","有向グラフと状態遷移"
"S260010040","361","K062","8248","乱数"
"S260010040","361","K063","8249","離散パラメータのマルコフ連鎖:推移確率、極限分布"
"S260010040","361","K064","8250","離散マルコフ過程と連続マルコフ過程"
"S260010040","361","K065","8251","離散確率、連続確率、期待値、標本抽出法、推定、確率過程、相関関係と回帰などの重要なトピック領域"
"S260010040","361","K066","8252","離散確率と連続確率"
"S260010040","361","K067","8253","離散確率の意味"
"S260010040","361","K068","8254","離散確率変数"
"S260010040","361","K069","8255","連続確率の意味"
"S260010040","361","K070","8256","連続確率変数、その性質、使用例"
"S260010050","362","K001","8257","エキスパートシステムとシェル"
"S260010050","362","K002","8258","オートマトン"
"S260010050","362","K003","8259","コンパイラ理論"
"S260010050","362","K004","8260","その他の技術（ファジー論理、事例ベース推論、自然言語及び音声認識）"
"S260010050","362","K005","8261","パターン認識"
"S260010050","362","K006","8262","ヒューリスティック探索（生成とテスト、山登り法、横型探索、目的達成手段解析、図式探索、ミニマックス検索）"
"S260010050","362","K007","8263","プログラミング言語論・意味論"
"S260010050","362","K008","8264","ロボット工学"
"S260010050","362","K009","8265","学習理論"
"S260010050","362","K010","8266","基本的な制御戦略（例:深さ優先、広がり優先）"
"S260010050","362","K011","8267","機械学習"
"S260010050","362","K012","8268","形式言語"
"S260010050","362","K013","8269","計算量"
"S260010050","362","K014","8270","自然言語、音声と映像"
"S260010050","362","K015","8271","述語論理"
"S260010050","362","K016","8272","人工知能（AI）"
"S260010050","362","K017","8273","人工知能の社会的、倫理的、法的及び哲学的側面"
"S260010050","362","K018","8274","人工知能の歴史、範囲と限界、チューリングテスト"
"S260010050","362","K019","8275","推論処理"
"S260010050","362","K020","8276","前向き及び後向き推論"
"S260010050","362","K021","8277","知識ベースシステム"
"S260010050","362","K022","8278","知識工学"
"S260010050","362","K023","8280","知識表現"
"S260010050","362","K024","8281","符号理論"
"S260010050","362","K025","8282","問題と状態空間"
"S260010060","363","K001","8283","2ポート回路"
"S260010060","363","K002","8284","RL、RC、RLC回路の応答"
"S260010060","363","K003","8285","RL、RC、RLC回路の過渡応答"
"S260010060","363","K004","8286","RLおよびRC回路の時定数"
"S260010060","363","K005","8287","インダクタ、インダクタンス"
"S260010060","363","K006","8288","インパルス応答"
"S260010060","363","K007","8289","インピーダンスとアドミタンス"
"S260010060","363","K008","8290","オームの法則"
"S260010060","363","K009","8291","キャパシタンス"
"S260010060","363","K010","8292","キルヒホフの法則"
"S260010060","363","K011","8293","グラフ法"
"S260010060","363","K012","8294","コンデンサ、キャパシタンス"
"S260010060","363","K013","8295","シヌソイド関数への強制応答"
"S260010060","363","K014","8296","たたみこみ積分"
"S260010060","363","K015","8297","テブナンの定理とノートンの定理"
"S260010060","363","K016","8298","ノード解析とメッシュ解析"
"S260010060","363","K017","8299","フィードバック制御"
"S260010060","363","K018","8300","フィルタ"
"S260010060","363","K019","8301","フィルタ（遮断周波数）"
"S260010060","363","K020","8302","フーリエ級数による信号の表現"
"S260010060","363","K021","8303","フーリエ変換の定義"
"S260010060","363","K022","8304","フーリエ変換の特性"
"S260010060","363","K023","8305","フーリエ変換を使用した回路解析"
"S260010060","363","K024","8306","フェーザ図"
"S260010060","363","K025","8307","ブリッジ回路"
"S260010060","363","K026","8308","ポールとゼロ"
"S260010060","363","K027","8309","マックスウェルの基礎方程式"
"S260010060","363","K028","8310","メッシュ解析とノード解析"
"S260010060","363","K029","8311","ラプラス変換"
"S260010060","363","K030","8312","ラプラス変換を使用した回路解析"
"S260010060","363","K031","8313","ラプラス変換積分"
"S260010060","363","K032","8314","加算回路"
"S260010060","363","K033","8315","過渡関数"
"S260010060","363","K034","8316","階段関数"
"S260010060","363","K035","8317","逆変換"
"S260010060","363","K036","8318","共振回路（直列共振回路、並列共振回路）"
"S260010060","363","K037","8319","極と安定性"
"S260010060","363","K038","8320","傾斜関数"
"S260010060","363","K039","8321","減算回路"
"S260010060","363","K040","8322","減衰"
"S260010060","363","K041","8323","合成抵抗（直列、並列、直並列）"
"S260010060","363","K042","8324","最終値の定理"
"S260010060","363","K043","8325","最大電力伝送"
"S260010060","363","K044","8326","雑音の発生源と性質"
"S260010060","363","K045","8327","雑音規格"
"S260010060","363","K046","8328","雑音指数・係数"
"S260010060","363","K047","8329","雑音除去・消去"
"S260010060","363","K048","8330","三角フーリエ級数"
"S260010060","363","K049","8331","指数フーリエ級数"
"S260010060","363","K050","8332","受動フィルタ"
"S260010060","363","K051","8333","周波数選択性回路"
"S260010060","363","K052","8334","重ねの理"
"S260010060","363","K053","8335","重ね合わせ"
"S260010060","363","K054","8336","初期値の定理"
"S260010060","363","K055","8337","正弦波交流"
"S260010060","363","K056","8338","積分回路"
"S260010060","363","K057","8339","相互インダクタンス"
"S260010060","363","K058","8340","相互誘導回路"
"S260010060","363","K059","8341","直流電源"
"S260010060","363","K060","8342","直列素子と並列素子"
"S260010060","363","K061","8343","抵抗"
"S260010060","363","K062","8344","伝送理論（伝送路、変復調方式、多重化方式、誤り検出・訂正、信号同期方式ほか）"
"S260010060","363","K063","8345","伝達関数（CR回路、LR回路、LCR回路）"
"S260010060","363","K064","8346","電圧"
"S260010060","363","K065","8347","電圧と電流のフェーザ表現"
"S260010060","363","K066","8348","電圧と電流の測定"
"S260010060","363","K067","8349","電圧降下"
"S260010060","363","K068","8350","電圧則（キルヒホッフの第二法則）"
"S260010060","363","K069","8351","電荷"
"S260010060","363","K070","8352","電源変換"
"S260010060","363","K071","8353","電流"
"S260010060","363","K072","8354","電流則（キルヒホッフの第一法則）"
"S260010060","363","K073","8355","電力"
"S260010060","363","K074","8356","独立型電源と依存型電源"
"S260010060","363","K075","8357","能動フィルタ"
"S260010060","363","K076","8358","波形解析の機器とソフトウェア"
"S260010060","363","K077","8359","波形解析の目的と方法"
"S260010060","363","K078","8360","反転増幅回路"
"S260010060","363","K079","8361","非反転増幅回路"
"S260010060","363","K080","8362","微分回路"
"S260010060","363","K081","8363","複素正弦波交流"
"S260010060","363","K082","8364","複素電圧、複素電流"
"S260010060","363","K083","8365","物理的に実現可能なシステム"
"S260010060","363","K084","8366","並列応答と直列応答"
"S260010060","363","K085","8367","変圧器"
"S260010060","363","K086","8368","変換関数"
"S260010070","364","K001","8369","電気、電子、機械、光工学基礎知識の活用"
"S260010080","365","K001","8370","コード入力（QRコード）"
"S260010080","365","K002","8371","コード入力（バーコード）"
"S260010080","365","K003","8372","タイプ入力補助（カナ漢字変換）"
"S260010080","365","K004","8373","タイプ入力補助（入力予測）"
"S260010090","366","K001","8374","グラフおよび木"
"S260010090","366","K002","8375","システム特性（セキュリティ、安全性、パフォーマンス、スケーラビリティ、機能競合など）"
"S260010090","366","K003","8376","ソフトウェア工学以外の分野における工学原理（材料強度、デジタル回路の原理、論理設計、熱力学の基礎など）"
"S260010090","366","K004","8377","計数基礎"
"S260010090","366","K005","8378","工学的設計の基本概念（問題の定式化、別解?、フィージビリティスタディなど）"
"S260010090","366","K006","8379","集合、関係、関数"
"S260010090","366","K007","8380","証明法"
"S260010090","366","K008","8381","数値制度、正確度、誤差"
"S260010090","366","K009","8382","数論"
"S260010090","366","K010","8383","測定とメトリクス"
"S260010090","366","K011","8384","測定の理論（意味のある測定の基準など）"
"S260010090","366","K012","8385","代数的構造"
"S260010090","366","K013","8386","統計的技法と実験的技法（CPUやメモリの利用に対する測定法）"
"S260010090","366","K014","8387","文法"
"S260010090","366","K015","8388","有限状態機械"
"S260010090","366","K016","8389","離散確率"
"S260010090","366","K017","8390","論理基礎"
"S260010100","367","K001","8391","DFAとNFAの等価性"
"S260010100","367","K002","8392","NP-完全性"
"S260010100","367","K003","8393","NP整合性（クックの定理）"
"S260010100","367","K004","8394","O（n2）のソートアルゴリズム"
"S260010100","367","K005","8395","O（nlogn）のソートアルゴリズム"
"S260010100","367","K006","8396","アルゴリズム"
"S260010100","367","K007","8397","アルゴリズムと各種コンピュータ応用分野の構成"
"S260010100","367","K008","8398","アルゴリズムにおける時間と領域のトレードオフ"
"S260010100","367","K009","8399","アルゴリズムにおける時間対空間のトレードオフ"
"S260010100","367","K010","8400","アルゴリズムに関連する補完的教材"
"S260010100","367","K011","8401","アルゴリズムの解析の基礎"
"S260010100","367","K012","8402","アルゴリズムの概念と特性"
"S260010100","367","K013","8403","アルゴリズムの記述"
"S260010100","367","K014","8404","アルゴリズムの計算量の実際"
"S260010100","367","K015","8405","アルゴリズムの効率、複雑さとメトリクス"
"S260010100","367","K016","8406","アルゴリズムの高度な解析"
"S260010100","367","K017","8407","アルゴリズムの実現戦略"
